id,categorie,sous_categorie,difficulte,question,choix_a,choix_b,choix_c,choix_d,bonne_reponse,explication,reference,statut_revision,tags
DRAFT-0883,Santé publique et système de santé suisse,Système de santé,facile,Quelle proposition correspond le mieux à équité d'accès aux soins ?,elle ne concerne pas la santé publique,elle vise à réduire les barrières évitables,elle impose le même traitement sans contexte,elle exclut les populations vulnérables,B,elle vise à réduire les barrières évitables. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,système de santé,équité d'accès aux soins"
DRAFT-0884,Santé publique et système de santé suisse,Système de santé,moyen,Quel élément est prioritaire lorsque l'on évalue équité d'accès aux soins ?,elle vise à réduire les barrières évitables,elle impose le même traitement sans contexte,elle exclut les populations vulnérables,elle ne concerne pas la santé publique,A,elle vise à réduire les barrières évitables. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,système de santé,équité d'accès aux soins"
DRAFT-0885,Santé publique et système de santé suisse,Système de santé,difficile,Quelle affirmation est la plus juste au sujet de équité d'accès aux soins ?,elle impose le même traitement sans contexte,elle exclut les populations vulnérables,elle ne concerne pas la santé publique,elle vise à réduire les barrières évitables,D,elle vise à réduire les barrières évitables. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,système de santé,équité d'accès aux soins"
DRAFT-0886,Santé publique et système de santé suisse,Système de santé,moyen,"Pour une révision rapide, quelle réponse décrit correctement équité d'accès aux soins ?",elle exclut les populations vulnérables,elle ne concerne pas la santé publique,elle vise à réduire les barrières évitables,elle impose le même traitement sans contexte,C,elle vise à réduire les barrières évitables. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,système de santé,équité d'accès aux soins"
DRAFT-0887,Santé publique et système de santé suisse,Système de santé,facile,Quel choix serait attendu pour une question centrée sur équité d'accès aux soins ?,elle ne concerne pas la santé publique,elle vise à réduire les barrières évitables,elle impose le même traitement sans contexte,elle exclut les populations vulnérables,B,elle vise à réduire les barrières évitables. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,système de santé,équité d'accès aux soins"
DRAFT-0888,Santé publique et système de santé suisse,Système de santé,facile,Quelle notion est associée de façon pertinente à équité d'accès aux soins ?,elle vise à réduire les barrières évitables,elle impose le même traitement sans contexte,elle exclut les populations vulnérables,elle ne concerne pas la santé publique,A,elle vise à réduire les barrières évitables. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,système de santé,équité d'accès aux soins"
DRAFT-0889,Santé publique et système de santé suisse,Système de santé,moyen,Quelle réponse doit être privilégiée concernant équité d'accès aux soins ?,elle impose le même traitement sans contexte,elle exclut les populations vulnérables,elle ne concerne pas la santé publique,elle vise à réduire les barrières évitables,D,elle vise à réduire les barrières évitables. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,système de santé,équité d'accès aux soins"
DRAFT-0890,Santé publique et système de santé suisse,Système de santé,difficile,Quel rappel est utile pour maîtriser équité d'accès aux soins ?,elle exclut les populations vulnérables,elle ne concerne pas la santé publique,elle vise à réduire les barrières évitables,elle impose le même traitement sans contexte,C,elle vise à réduire les barrières évitables. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.,"Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,système de santé,équité d'accès aux soins"
DRAFT-0891,Santé publique et système de santé suisse,Bon usage,facile,Quel énoncé est correct concernant usage rationnel des médicaments ?,il exclut toute évaluation du bénéfice-risque,"il cherche à optimiser efficacité, sécurité et coûts",il signifie utiliser toujours plus de médicaments,il ignore les préférences du patient,B,"il cherche à optimiser efficacité, sécurité et coûts. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,bon usage,usage rationnel des médicaments"
DRAFT-0892,Santé publique et système de santé suisse,Bon usage,facile,"Dans une situation d'examen, quel point faut-il retenir à propos de usage rationnel des médicaments ?","il cherche à optimiser efficacité, sécurité et coûts",il signifie utiliser toujours plus de médicaments,il ignore les préférences du patient,il exclut toute évaluation du bénéfice-risque,A,"il cherche à optimiser efficacité, sécurité et coûts. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,bon usage,usage rationnel des médicaments"
DRAFT-0893,Santé publique et système de santé suisse,Bon usage,moyen,Quelle proposition correspond le mieux à usage rationnel des médicaments ?,il signifie utiliser toujours plus de médicaments,il ignore les préférences du patient,il exclut toute évaluation du bénéfice-risque,"il cherche à optimiser efficacité, sécurité et coûts",D,"il cherche à optimiser efficacité, sécurité et coûts. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,bon usage,usage rationnel des médicaments"
DRAFT-0894,Santé publique et système de santé suisse,Bon usage,difficile,Quel élément est prioritaire lorsque l'on évalue usage rationnel des médicaments ?,il ignore les préférences du patient,il exclut toute évaluation du bénéfice-risque,"il cherche à optimiser efficacité, sécurité et coûts",il signifie utiliser toujours plus de médicaments,C,"il cherche à optimiser efficacité, sécurité et coûts. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,bon usage,usage rationnel des médicaments"
DRAFT-0895,Santé publique et système de santé suisse,Bon usage,moyen,Quelle affirmation est la plus juste au sujet de usage rationnel des médicaments ?,il exclut toute évaluation du bénéfice-risque,"il cherche à optimiser efficacité, sécurité et coûts",il signifie utiliser toujours plus de médicaments,il ignore les préférences du patient,B,"il cherche à optimiser efficacité, sécurité et coûts. Cette question est générée comme brouillon et doit être vérifiée avant un usage sérieux.","Référence à vérifier: OFSP, LAMal, prévention et organisation du système de santé suisse",a_verifier,"généré,bon usage,usage rationnel des médicaments"
